"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2012","2012",87.9,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2013","2013",85.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2014","2014",83.2,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2015","2015",83.2,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2016","2016",81.3,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2017","2017",86.1,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2003","2003",84.7,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2007","2007",84.3,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2012","2012",81.9,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2013","2013",86.4,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2014","2014",88.5,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2015","2015",85.9,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2016","2016",84.1,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2017","2017",85.8,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","NZL","New Zealand","2018","2018",83.7,"D; P","Difference in methodology; Provisional value"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2004","2004",76.6,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2005","2005",76.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2006","2006",76.9,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2007","2007",76.1,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2008","2008",73.2,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2009","2009",72.9,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2010","2010",74,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2011","2011",72,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2012","2012",72.8,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2013","2013",71.6,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2014","2014",70.6,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2015","2015",72.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",71.1,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",71.7,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",71.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2004","2004",92.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2005","2005",91.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2006","2006",91.6,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2007","2007",91.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2008","2008",90.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2009","2009",89.6,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2010","2010",89.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2011","2011",89.6,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2012","2012",88.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2013","2013",88.9,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2014","2014",87.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2015","2015",88.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2016","2016",87.1,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2017","2017",86.9,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2005","2005",60.2,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2006","2006",62.5,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2007","2007",64.8,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2008","2008",63.1,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2009","2009",63.2,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2010","2010",61.7,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2011","2011",60.3,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2012","2012",59.7,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2013","2013",52.5,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2014","2014",57.9,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2015","2015",59.1,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",58.1,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",56.6,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",55.2,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2007","2007",74.4,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2008","2008",73.4,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2009","2009",73.2,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2010","2010",74.3,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2011","2011",73.4,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2012","2012",73.4,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2013","2013",73.2,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2014","2014",74.6,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2015","2015",73.9,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2016","2016",74.3,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","USA","United States","2017","2017",74.6,"D","Difference in methodology"
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2004","2004",76.3,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2005","2005",74,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2006","2006",74.1,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2007","2007",82.4,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2008","2008",83.2,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2009","2009",82.5,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",84,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",84.2,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",86.1,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",84,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",85.9,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",82.2,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",86.5,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",89.7,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2007","2007",90.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2008","2008",88.5,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2009","2009",89.3,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2010","2010",90.7,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2011","2011",90,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2012","2012",90,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2013","2013",88.5,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2014","2014",87.5,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2015","2015",88,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2016","2016",85.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2017","2017",89.6,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2004","2004",88.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2005","2005",87.1,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2006","2006",91.8,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2007","2007",91.2,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2008","2008",91.2,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2009","2009",89.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2010","2010",88.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2011","2011",88.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2012","2012",88.9,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2013","2013",87,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2014","2014",82.9,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2015","2015",83.3,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2016","2016",79.8,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2004","2004",76.7,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2005","2005",78.4,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2006","2006",79.1,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2007","2007",78.8,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2008","2008",83.1,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2009","2009",82.3,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2010","2010",82.7,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2011","2011",84.5,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2012","2012",83.6,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2013","2013",80.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2014","2014",82,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2015","2015",81.3,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2016","2016",81.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","ESP","Spain","2017","2017",83.4,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2004","2004",77.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2005","2005",78.1,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2006","2006",80.2,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2007","2007",78.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2008","2008",78.9,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2009","2009",77.4,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2010","2010",79.4,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2011","2011",77.5,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2012","2012",76.9,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2013","2013",73.8,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2014","2014",75.7,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2015","2015",72.8,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2016","2016",71.1,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2017","2017",74.2,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2005","2005",45.3,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2006","2006",46.9,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2007","2007",49.8,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2008","2008",47.1,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2009","2009",46.5,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2010","2010",47,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2011","2011",42.3,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2012","2012",44.2,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2013","2013",40.7,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2014","2014",42,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2015","2015",43.2,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",43.1,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",42.6,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",40.3,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2005","2005",36.8,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2006","2006",37.2,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2007","2007",37.8,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2008","2008",38.6,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2009","2009",36.9,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2010","2010",38.2,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2011","2011",38.6,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2012","2012",38.7,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2013","2013",37.9,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2014","2014",37.6,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2015","2015",38.9,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2016","2016",39.2,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","POL","Poland","2017","2017",40.6,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",30.7,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",30,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2004","2004",55.5,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2005","2005",57.2,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2006","2006",58.9,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2007","2007",58.8,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2008","2008",58.3,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2009","2009",56.3,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2010","2010",54.5,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2011","2011",53.9,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2012","2012",56.2,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2013","2013",54.4,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2014","2014",54.2,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2015","2015",53.2,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",55.8,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",57,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2004","2004",91,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2005","2005",89.5,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2006","2006",92.3,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","ISL","Iceland","2007","2007",92,,
